lon_c,lat_c,depth,strike,dip,area_km2
-70.4,-28.200000000000003,63.7784536875,12.94988575,23.8272081875,435.8684237497077
-70.4,-28.0,61.6310336875,11.80002925,24.609443875,436.681570520659
-70.4,-27.8,59.6225938125,10.63448865625,25.173761,437.48939646448184
-70.4,-27.6,57.77484825,9.56345665625,25.567383875,438.291891738072
-70.4,-27.400000000000002,56.08003125,8.70253228125,25.8277185,439.0890465632779
-70.4,-27.200000000000003,54.502675375,8.1580077875,25.960568062500002,439.88085122701943
-70.4,-27.0,52.990278187499996,7.953953825,25.944630375,440.6672960814067
-70.4,-26.8,51.50097875,7.93692053125,25.753747625,441.4483715438572
-70.4,-26.6,50.039728125,7.7875711687499996,25.3740699375,442.2240680972132
-70.4,-26.400000000000002,48.6706514375,7.2202454625,24.810121375,442.99437628985686
-70.4,-26.200000000000003,47.479329375,6.25044436875,24.0880641875,443.75928673582587
-70.4,-26.0,46.5039473125,5.2709005,23.254153125,444.5187901149279
-70.4,-25.8,45.6931003125,4.8046163,22.36949575,445.272877172854
-70.4,-25.6,44.9301419375,5.11555916875,21.5068358125,446.0215387212912
-70.4,-25.400000000000002,44.1026685625,6.02591650625,20.7330445625,446.76476563803504
-70.4,-25.200000000000003,43.157203625,7.100965,20.07758025,447.5025488670998
-70.4,-25.0,42.5120155,7.70171685,19.71968025,448.23487941882996
-70.2,-30.0,84.53982925,18.6883688125,11.45693921875,428.3123216983501
-70.2,-29.8,83.1862193125,17.088613062500002,11.249563375000001,429.1729023165932
-70.2,-29.6,81.938197,15.9842054375,11.373243625,430.0282535984603
-70.2,-29.400000000000002,80.713491,15.427398875,11.88954040625,430.87836512176597
-70.2,-29.200000000000003,79.4370515,15.18427840625,12.80555875,431.72322652816956
-70.2,-29.0,78.0583868125,14.96312415625,14.0611313125,432.56282752330145
-70.2,-28.8,76.5585943125,14.57790396875,15.5403759375,433.39715787688846
-70.2,-28.6,74.9482080625,13.9797839375,17.10425475,434.22620742287853
-70.2,-28.400000000000002,73.2589985,13.2014038125,18.622762875,435.04996605956455
-70.2,-28.200000000000003,71.5348375625,12.29175925,19.9963235625,435.8684237497077
-70.2,-28.0,69.8239945625,11.294550625,21.168225875,436.681570520659
-70.2,-27.8,68.170403875,10.27336996875,22.1253415,437.48939646448184
-70.2,-27.6,66.6013253125,9.34687053125,22.881188,438.291891738072
-70.2,-27.400000000000002,65.11404175,8.6861711875,23.44990325,439.0890465632779
-70.2,-27.200000000000003,63.67054025,8.4421345,23.8330081875,439.88085122701943
-70.2,-27.0,62.211867312500004,8.618950250000001,24.0273731875,440.6672960814067
-70.2,-26.8,60.6947956875,8.9882280625,24.03617275,441.4483715438572
-70.2,-26.6,59.131136875,9.1654190625,23.8663790625,442.2240680972132
-70.2,-26.400000000000002,57.5947984375,8.8586798625,23.52569475,442.99437628985686
